column_names,importances,abs_importances,cumsum
FLAG_EMP_PHONE_1,6,6,0.8755343223535328
OCCUPATION_TYPE_Core staff,6,6,0.8770429972340961
"WALLSMATERIAL_MODE_Stone, brick",6,6,0.8785516721146593
CNT_CHILDREN_2,6,6,0.8800603469952225
NAME_INCOME_TYPE_State servant,6,6,0.8815690218757858
NAME_EDUCATION_TYPE_Lower secondary,6,6,0.8830776967563491
OCCUPATION_TYPE_Medicine staff,6,6,0.8845863716369122
DEF_30_CNT_SOCIAL_CIRCLE_2.0,6,6,0.8860950465174755
LIVE_REGION_NOT_WORK_REGION_1,6,6,0.8876037213980387
AMT_REQ_CREDIT_BUREAU_MON_0.0,5,5,0.8888609504651748
DEF_60_CNT_SOCIAL_CIRCLE_1.0,5,5,0.8901181795323108
HOUSETYPE_MODE_specific housing,5,5,0.8913754085994469
AMT_REQ_CREDIT_BUREAU_QRT_0.0,5,5,0.8926326376665829
CNT_FAM_MEMBERS_1.0,5,5,0.8938898667337188
HOUR_APPR_PROCESS_START_13,5,5,0.8951470958008549
DEF_30_CNT_SOCIAL_CIRCLE_1.0,5,5,0.8964043248679909
FLAG_PHONE_1,5,5,0.897661553935127
LIVE_CITY_NOT_WORK_CITY_1,5,5,0.898918783002263
OBS_30_CNT_SOCIAL_CIRCLE_0.0,5,5,0.900176012069399
OBS_30_CNT_SOCIAL_CIRCLE_13.0,5,5,0.9014332411365351
BASEMENTAREA_MEDI,5,5,0.9026904702036711
NAME_HOUSING_TYPE_With parents,5,5,0.9039476992708071
FLAG_EMAIL_1,5,5,0.9052049283379432
AMT_REQ_CREDIT_BUREAU_YEAR_1.0,5,5,0.9064621574050792
NAME_TYPE_SUITE_Children,5,5,0.9077193864722153
NAME_HOUSING_TYPE_Municipal apartment,5,5,0.9089766155393513
ORGANIZATION_TYPE_Security,5,5,0.9102338446064873
NONLIVINGAPARTMENTS_MEDI,5,5,0.9114910736736234
OCCUPATION_TYPE_Laborers,5,5,0.9127483027407594
NAME_TYPE_SUITE_Unaccompanied,5,5,0.9140055318078953
NAME_EDUCATION_TYPE_Incomplete higher,5,5,0.9152627608750314
ENTRANCES_MEDI,5,5,0.9165199899421674
AMT_REQ_CREDIT_BUREAU_YEAR_9.0,5,5,0.9177772190093035
LIVINGAPARTMENTS_MEDI,5,5,0.9190344480764395
NAME_FAMILY_STATUS_Separated,4,4,0.9200402313301483
OBS_60_CNT_SOCIAL_CIRCLE_1.0,4,4,0.9210460145838572
DEF_60_CNT_SOCIAL_CIRCLE_2.0,4,4,0.922051797837566
FLAG_DOCUMENT_11_1,4,4,0.9230575810912748
OBS_60_CNT_SOCIAL_CIRCLE_4.0,4,4,0.9240633643449837
FLAG_DOCUMENT_8_1,4,4,0.9250691475986925
CNT_CHILDREN_1,4,4,0.9260749308524013
OBS_30_CNT_SOCIAL_CIRCLE_5.0,4,4,0.9270807141061101
FLAG_DOCUMENT_5_1,4,4,0.928086497359819
HOUR_APPR_PROCESS_START_5,4,4,0.9290922806135278
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,4,4,0.9300980638672366
AMT_REQ_CREDIT_BUREAU_YEAR_7.0,4,4,0.9311038471209454
OCCUPATION_TYPE_Security staff,4,4,0.9321096303746542
ORGANIZATION_TYPE_Trade: type 6,4,4,0.933115413628363
NAME_INCOME_TYPE_infrequent_sklearn,4,4,0.934121196882072
AMT_REQ_CREDIT_BUREAU_YEAR_6.0,4,4,0.9351269801357808
AMT_REQ_CREDIT_BUREAU_DAY_0.0,4,4,0.9361327633894896
WEEKDAY_APPR_PROCESS_START_MONDAY,4,4,0.9371385466431984
AMT_REQ_CREDIT_BUREAU_YEAR_3.0,4,4,0.9381443298969072
ORGANIZATION_TYPE_School,4,4,0.939150113150616
NAME_INCOME_TYPE_Commercial associate,4,4,0.9401558964043248
YEARS_BUILD_MEDI,4,4,0.9411616796580337
AMT_REQ_CREDIT_BUREAU_MON_1.0,4,4,0.9421674629117425
ELEVATORS_AVG,4,4,0.9431732461654514
WALLSMATERIAL_MODE_Others,4,4,0.9441790294191602
OCCUPATION_TYPE_Private service staff,4,4,0.945184812672869
ORGANIZATION_TYPE_Business Entity Type 1,4,4,0.9461905959265778
ORGANIZATION_TYPE_Restaurant,4,4,0.9471963791802867
OCCUPATION_TYPE_nan,3,3,0.9479507166205683
OBS_30_CNT_SOCIAL_CIRCLE_9.0,3,3,0.9487050540608499
ORGANIZATION_TYPE_Postal,3,3,0.9494593915011315
HOUR_APPR_PROCESS_START_11,3,3,0.9502137289414131
HOUR_APPR_PROCESS_START_10,3,3,0.9509680663816947
ORGANIZATION_TYPE_Industry: type 9,3,3,0.9517224038219764
HOUR_APPR_PROCESS_START_21,3,3,0.952476741262258
HOUR_APPR_PROCESS_START_infrequent_sklearn,3,3,0.9532310787025396
OCCUPATION_TYPE_Sales staff,3,3,0.9539854161428212
FLOORSMAX_MEDI,3,3,0.9547397535831028
ORGANIZATION_TYPE_Security Ministries,3,3,0.9554940910233845
ELEVATORS_MEDI,3,3,0.9562484284636661
ORGANIZATION_TYPE_Bank,3,3,0.9570027659039477
WALLSMATERIAL_MODE_nan,3,3,0.9577571033442294
ELEVATORS_MODE,3,3,0.9585114407845109
WALLSMATERIAL_MODE_Panel,3,3,0.9592657782247925
AMT_REQ_CREDIT_BUREAU_WEEK_1.0,3,3,0.9600201156650742
CNT_FAM_MEMBERS_2.0,3,3,0.9607744531053558
CNT_FAM_MEMBERS_4.0,3,3,0.9615287905456374
FLOORSMIN_MEDI,3,3,0.9622831279859191
WEEKDAY_APPR_PROCESS_START_SUNDAY,3,3,0.9630374654262006
FLAG_DOCUMENT_6_1,3,3,0.9637918028664823
AMT_REQ_CREDIT_BUREAU_QRT_4.0,3,3,0.9645461403067639
REGION_RATING_CLIENT_2,3,3,0.9653004777470455
OBS_30_CNT_SOCIAL_CIRCLE_1.0,3,3,0.9660548151873272
AMT_REQ_CREDIT_BUREAU_YEAR_5.0,3,3,0.9668091526276088
REG_REGION_NOT_WORK_REGION_1,3,3,0.9675634900678903
OBS_30_CNT_SOCIAL_CIRCLE_11.0,2,2,0.9680663816947448
OBS_30_CNT_SOCIAL_CIRCLE_10.0,2,2,0.9685692733215991
AMT_REQ_CREDIT_BUREAU_HOUR_0.0,2,2,0.9690721649484536
FLOORSMIN_MODE,2,2,0.9695750565753081
FLOORSMAX_MODE,2,2,0.9700779482021624
OBS_60_CNT_SOCIAL_CIRCLE_10.0,2,2,0.9705808398290169
OBS_60_CNT_SOCIAL_CIRCLE_11.0,2,2,0.9710837314558712
AMT_REQ_CREDIT_BUREAU_YEAR_4.0,2,2,0.9715866230827257
AMT_REQ_CREDIT_BUREAU_QRT_2.0,2,2,0.97208951470958
AMT_REQ_CREDIT_BUREAU_MON_8.0,2,2,0.9725924063364345
FLAG_DOCUMENT_14_1,2,2,0.9730952979632889
FLAG_DOCUMENT_15_1,2,2,0.9735981895901433
AMT_REQ_CREDIT_BUREAU_DAY_1.0,2,2,0.9741010812169978
OBS_60_CNT_SOCIAL_CIRCLE_13.0,2,2,0.9746039728438521
OBS_30_CNT_SOCIAL_CIRCLE_6.0,2,2,0.9751068644707066
HOUR_APPR_PROCESS_START_9,2,2,0.975609756097561
ORGANIZATION_TYPE_Telecom,2,2,0.9761126477244154
HOUR_APPR_PROCESS_START_6,2,2,0.9766155393512698
ORGANIZATION_TYPE_Hotel,2,2,0.9771184309781242
HOUR_APPR_PROCESS_START_2,2,2,0.9776213226049786
HOUR_APPR_PROCESS_START_14,2,2,0.978124214231833
ORGANIZATION_TYPE_University,2,2,0.9786271058586875
ORGANIZATION_TYPE_Transport: type 2,2,2,0.9791299974855419
OBS_30_CNT_SOCIAL_CIRCLE_4.0,2,2,0.9796328891123963
ORGANIZATION_TYPE_Housing,2,2,0.9801357807392507
HOUR_APPR_PROCESS_START_16,2,2,0.9806386723661051
OCCUPATION_TYPE_Cooking staff,2,2,0.9811415639929595
ORGANIZATION_TYPE_Trade: type 3,2,2,0.981644455619814
HOUR_APPR_PROCESS_START_7,2,2,0.9821473472466683
FONDKAPREMONT_MODE_reg oper spec account,2,2,0.9826502388735228
CNT_CHILDREN_0,2,2,0.9831531305003771
OBS_30_CNT_SOCIAL_CIRCLE_3.0,2,2,0.9836560221272316
WALLSMATERIAL_MODE_Wooden,2,2,0.984158913754086
WEEKDAY_APPR_PROCESS_START_FRIDAY,2,2,0.9846618053809404
EMERGENCYSTATE_MODE_Yes,2,2,0.9851646970077949
OBS_30_CNT_SOCIAL_CIRCLE_2.0,2,2,0.9856675886346492
OCCUPATION_TYPE_Managers,2,2,0.9861704802615037
ORGANIZATION_TYPE_Kindergarten,2,2,0.986673371888358
ORGANIZATION_TYPE_Business Entity Type 2,1,1,0.9869248177017853
FONDKAPREMONT_MODE_nan,1,1,0.9871762635152125
HOUSETYPE_MODE_block of flats,1,1,0.9874277093286397
AMT_REQ_CREDIT_BUREAU_MON_5.0,1,1,0.9876791551420668
AMT_REQ_CREDIT_BUREAU_WEEK_infrequent_sklearn,1,1,0.9879306009554941
AMT_REQ_CREDIT_BUREAU_HOUR_1.0,1,1,0.9881820467689213
EMERGENCYSTATE_MODE_No,1,1,0.9884334925823485
ORGANIZATION_TYPE_Advertising,1,1,0.9886849383957758
AMT_REQ_CREDIT_BUREAU_MON_4.0,1,1,0.9889363842092029
AMT_REQ_CREDIT_BUREAU_MON_3.0,1,1,0.9891878300226301
OBS_30_CNT_SOCIAL_CIRCLE_8.0,1,1,0.9894392758360573
AMT_REQ_CREDIT_BUREAU_QRT_3.0,1,1,0.9896907216494846
FONDKAPREMONT_MODE_reg oper account,1,1,0.9899421674629117
ORGANIZATION_TYPE_Insurance,1,1,0.9901936132763389
ELEVATORS_AVG_miss,1,1,0.9904450590897661
LANDAREA_AVG_miss,1,1,0.9906965049031934
ORGANIZATION_TYPE_Industry: type 3,1,1,0.9909479507166206
ORGANIZATION_TYPE_Medicine,1,1,0.9911993965300477
LIVINGAPARTMENTS_AVG_miss,1,1,0.991450842343475
ORGANIZATION_TYPE_Other,1,1,0.9917022881569022
ORGANIZATION_TYPE_Industry: type 12,1,1,0.9919537339703294
ORGANIZATION_TYPE_Police,1,1,0.9922051797837566
EXT_SOURCE_2_miss,1,1,0.9924566255971838
ORGANIZATION_TYPE_Industry: type 11,1,1,0.992708071410611
ORGANIZATION_TYPE_Trade: type 2,1,1,0.9929595172240382
OWN_CAR_AGE_miss,1,1,0.9932109630374655
ORGANIZATION_TYPE_Transport: type 4,1,1,0.9934624088508927
OCCUPATION_TYPE_Secretaries,1,1,0.9937138546643198
ORGANIZATION_TYPE_XNA,1,1,0.993965300477747
FONDKAPREMONT_MODE_org spec account,1,1,0.9942167462911743
OCCUPATION_TYPE_Waiters/barmen staff,1,1,0.9944681921046015
WEEKDAY_APPR_PROCESS_START_THURSDAY,1,1,0.9947196379180286
ORGANIZATION_TYPE_Industry: type 7,1,1,0.9949710837314558
HOUR_APPR_PROCESS_START_20,1,1,0.9952225295448831
OBS_60_CNT_SOCIAL_CIRCLE_8.0,1,1,0.9954739753583103
NAME_INCOME_TYPE_Pensioner,1,1,0.9957254211717375
HOUR_APPR_PROCESS_START_15,1,1,0.9959768669851647
OBS_60_CNT_SOCIAL_CIRCLE_5.0,1,1,0.9962283127985919
HOUR_APPR_PROCESS_START_4,1,1,0.9964797586120191
OCCUPATION_TYPE_Cleaning staff,1,1,0.9967312044254463
OBS_60_CNT_SOCIAL_CIRCLE_0.0,1,1,0.9969826502388736
NAME_TYPE_SUITE_Other_B,1,1,0.9972340960523007
REGION_RATING_CLIENT_W_CITY_2,1,1,0.9974855418657279
HOUR_APPR_PROCESS_START_19,1,1,0.9977369876791552
REGION_RATING_CLIENT_1,1,1,0.9979884334925824
CNT_FAM_MEMBERS_infrequent_sklearn,1,1,0.9982398793060095
DEF_30_CNT_SOCIAL_CIRCLE_3.0,1,1,0.9984913251194367
OCCUPATION_TYPE_HR staff,1,1,0.998742770932864
CNT_FAM_MEMBERS_6.0,1,1,0.9989942167462912
REG_REGION_NOT_LIVE_REGION_1,1,1,0.9992456625597184
OCCUPATION_TYPE_Realty agents,1,1,0.9994971083731455
FLAG_CONT_MOBILE_1,1,1,0.9997485541865728
OBS_30_CNT_SOCIAL_CIRCLE_nan,1,1,1.0
ORGANIZATION_TYPE_Industry: type 2,0,0,1.0
NONLIVINGAREA_AVG_miss,0,0,1.0
FLOORSMIN_AVG_miss,0,0,1.0
CODE_GENDER_infrequent_sklearn,0,0,1.0
APARTMENTS_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Industry: type 1,0,0,1.0
FLOORSMIN_MEDI_miss,0,0,1.0
NAME_TYPE_SUITE_Group of people,0,0,1.0
ELEVATORS_MEDI_miss,0,0,1.0
FLOORSMIN_MODE_miss,0,0,1.0
"NAME_TYPE_SUITE_Spouse, partner",0,0,1.0
LIVINGAREA_AVG_miss,0,0,1.0
ORGANIZATION_TYPE_Industry: type 4,0,0,1.0
ENTRANCES_MEDI_miss,0,0,1.0
NONLIVINGAPARTMENTS_AVG_miss,0,0,1.0
FLOORSMAX_MEDI_miss,0,0,1.0
NAME_TYPE_SUITE_Other_A,0,0,1.0
NAME_FAMILY_STATUS_infrequent_sklearn,0,0,1.0
FLOORSMAX_MODE_miss,0,0,1.0
COMMONAREA_MEDI_miss,0,0,1.0
BASEMENTAREA_MODE_miss,0,0,1.0
NONLIVINGAPARTMENTS_MEDI_miss,0,0,1.0
YEARS_BEGINEXPLUATATION_MEDI_miss,0,0,1.0
LANDAREA_MEDI_miss,0,0,1.0
LIVINGAPARTMENTS_MEDI_miss,0,0,1.0
BASEMENTAREA_MEDI_miss,0,0,1.0
ORGANIZATION_TYPE_Industry: type 5,0,0,1.0
OCCUPATION_TYPE_IT staff,0,0,1.0
LIVINGAREA_MEDI_miss,0,0,1.0
APARTMENTS_MEDI_miss,0,0,1.0
NONLIVINGAREA_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Agriculture,0,0,1.0
NONLIVINGAPARTMENTS_MODE_miss,0,0,1.0
LIVINGAREA_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Cleaning,0,0,1.0
NONLIVINGAREA_MEDI_miss,0,0,1.0
ENTRANCES_MODE_miss,0,0,1.0
LIVINGAPARTMENTS_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Culture,0,0,1.0
LANDAREA_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Electricity,0,0,1.0
COMMONAREA_MODE_miss,0,0,1.0
ORGANIZATION_TYPE_Emergency,0,0,1.0
YEARS_BUILD_MODE_miss,0,0,1.0
TOTALAREA_MODE_miss,0,0,1.0
NAME_HOUSING_TYPE_Rented apartment,0,0,1.0
ORGANIZATION_TYPE_Government,0,0,1.0
YEARS_BUILD_MEDI_miss,0,0,1.0
ELEVATORS_MODE_miss,0,0,1.0
NAME_HOUSING_TYPE_Co-op apartment,0,0,1.0
YEARS_BEGINEXPLUATATION_MODE_miss,0,0,1.0
AMT_REQ_CREDIT_BUREAU_YEAR_8.0,0,0,1.0
FLOORSMAX_AVG_miss,0,0,1.0
ENTRANCES_AVG_miss,0,0,1.0
DEF_60_CNT_SOCIAL_CIRCLE_nan,0,0,1.0
DEF_60_CNT_SOCIAL_CIRCLE_infrequent_sklearn,0,0,1.0
FLAG_DOCUMENT_2_infrequent_sklearn,0,0,1.0
FLAG_DOCUMENT_4_infrequent_sklearn,0,0,1.0
FLAG_DOCUMENT_7_infrequent_sklearn,0,0,1.0
FLAG_DOCUMENT_9_1,0,0,1.0
FLAG_DOCUMENT_10_infrequent_sklearn,0,0,1.0
CNT_FAM_MEMBERS_5.0,0,0,1.0
FLAG_DOCUMENT_12_infrequent_sklearn,0,0,1.0
FLAG_MOBIL_infrequent_sklearn,0,0,1.0
CNT_CHILDREN_infrequent_sklearn,0,0,1.0
CNT_CHILDREN_4,0,0,1.0
FLAG_DOCUMENT_17_infrequent_sklearn,0,0,1.0
CNT_CHILDREN_3,0,0,1.0
FLAG_DOCUMENT_19_1,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_infrequent_sklearn,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_nan,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_15.0,0,0,1.0
DEF_30_CNT_SOCIAL_CIRCLE_infrequent_sklearn,0,0,1.0
OBS_30_CNT_SOCIAL_CIRCLE_12.0,0,0,1.0
OBS_30_CNT_SOCIAL_CIRCLE_14.0,0,0,1.0
OBS_30_CNT_SOCIAL_CIRCLE_15.0,0,0,1.0
OBS_30_CNT_SOCIAL_CIRCLE_infrequent_sklearn,0,0,1.0
DEF_30_CNT_SOCIAL_CIRCLE_4.0,0,0,1.0
DEF_30_CNT_SOCIAL_CIRCLE_nan,0,0,1.0
HOUR_APPR_PROCESS_START_18,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_14.0,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_2.0,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_3.0,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_7.0,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_9.0,0,0,1.0
OBS_60_CNT_SOCIAL_CIRCLE_12.0,0,0,1.0
HOUR_APPR_PROCESS_START_8,0,0,1.0
FLAG_DOCUMENT_20_1,0,0,1.0
FLAG_DOCUMENT_21_infrequent_sklearn,0,0,1.0
EMERGENCYSTATE_MODE_nan,0,0,1.0
ORGANIZATION_TYPE_Services,0,0,1.0
ORGANIZATION_TYPE_infrequent_sklearn,0,0,1.0
ORGANIZATION_TYPE_Transport: type 1,0,0,1.0
AMT_REQ_CREDIT_BUREAU_YEAR_nan,0,0,1.0
AMT_REQ_CREDIT_BUREAU_YEAR_infrequent_sklearn,0,0,1.0
ORGANIZATION_TYPE_Trade: type 7,0,0,1.0
ORGANIZATION_TYPE_Trade: type 1,0,0,1.0
APARTMENTS_AVG_miss,0,0,1.0
AMT_REQ_CREDIT_BUREAU_QRT_infrequent_sklearn,0,0,1.0
BASEMENTAREA_AVG_miss,0,0,1.0
ORGANIZATION_TYPE_Mobile,0,0,1.0
YEARS_BEGINEXPLUATATION_AVG_miss,0,0,1.0
YEARS_BUILD_AVG_miss,0,0,1.0
ORGANIZATION_TYPE_Legal Services,0,0,1.0
COMMONAREA_AVG_miss,0,0,1.0
FONDKAPREMONT_MODE_not specified,0,0,1.0
AMT_REQ_CREDIT_BUREAU_QRT_nan,0,0,1.0
AMT_REQ_CREDIT_BUREAU_HOUR_infrequent_sklearn,0,0,1.0
WALLSMATERIAL_MODE_Block,0,0,1.0
AMT_REQ_CREDIT_BUREAU_DAY_nan,0,0,1.0
AMT_REQ_CREDIT_BUREAU_DAY_infrequent_sklearn,0,0,1.0
WALLSMATERIAL_MODE_Monolithic,0,0,1.0
AMT_REQ_CREDIT_BUREAU_WEEK_2.0,0,0,1.0
AMT_REQ_CREDIT_BUREAU_WEEK_nan,0,0,1.0
WALLSMATERIAL_MODE_Mixed,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_2.0,0,0,1.0
HOUSETYPE_MODE_terraced house,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_6.0,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_7.0,0,0,1.0
HOUSETYPE_MODE_nan,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_9.0,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_nan,0,0,1.0
AMT_REQ_CREDIT_BUREAU_MON_infrequent_sklearn,0,0,1.0
DAYS_EMPLOYED_miss,0,0,1.0
